OBJECTID,OccurredFrom_Timestamp,OccurredThrough_Timestamp,Reported_Timestamp,Statute_Text,Statute_Description,Weapon_Description,Larceny_Type,Location_Type,x,y
49188,1581311820000,1581311820000,1581329820000,Motor Vehicle Theft,Grand Larceny 4th: Motor Vehicle Value Exceeds $100         ,* No Weapon Specified *,Motor Vehicle Theft,Parking Lot,-77.59277960441796,43.17132378162486
49540,1584043200000,1584061200000,1584109500000,Larceny,Petit Larceny                                               ,* No Weapon Specified *,Theft from Motor Vehicle,Other Outside Location,-77.62979002524328,43.17661974961559
49854,1583962200000,1583964360000,1583978760000,Aggravated Assault,Assault 2nd: Intent To Cause Physical Injury with Weapon/Ins,Firearm,* No Larceny Type Specified *,Street,-77.63781608337439,43.179404281191744
50047,1583580000000,1583580000000,1584386700000,Larceny,Petit Larceny                                               ,* No Weapon Specified *,All Other Larcenies,Multiple Dwelling,-77.61246153784201,43.14235570885133
50138,1584054600000,1584055200000,1584069600000,Aggravated Assault,Menacing 2nd: Weapon                                        ,Semiautomatic Handgun,* No Larceny Type Specified *,Single Family Home,-77.64352897103157,43.194944304236195
50166,1583690400000,1583695200000,1583711220000,Larceny,Petit Larceny                                               ,* No Weapon Specified *,All Other Larcenies,Other Outside Location,-77.63922155331866,43.18647178846797
50208,1582243320000,1582243320000,1582261320000,Motor Vehicle Theft,Grand Larceny 4th: Motor Vehicle Value Exceeds $100         ,* No Weapon Specified *,Motor Vehicle Theft,Parking Lot,-77.59176270754112,43.17510101794409
50230,1585422000000,1585422660000,1585437060000,Larceny,Petit Larceny                                               ,* No Weapon Specified *,Theft from Building,Restaurant,-77.6015466939764,43.15727128076085
50454,1584153600000,1584153600000,1584171540000,Robbery,Robbery 2nd: Aided By Another                               ,Personal Weapons,* No Larceny Type Specified *,Street,-77.60625056320713,43.14376559097763
50457,1583101080000,1583101140000,1583124180000,Robbery,Robbery 1st: Use/Threatens Use of Dangerous Instrument      ,Firearm,* No Larceny Type Specified *,Gas Station,-77.56135946478012,43.187825586731975
50458,1582140420000,1582140420000,1582161600000,Robbery,Robbery 2nd: Aided By Another                               ,Semiautomatic Handgun,* No Larceny Type Specified *,Gas Station,-77.56135946478012,43.187825586731975
50459,1581174900000,1581179400000,1581537600000,Larceny,Petit Larceny                                               ,* No Weapon Specified *,Theft from Building,Variety/Convenience Store,-77.56135946478012,43.187825586731975
50589,1582187400000,1582187400000,1582207200000,Larceny,Petit Larceny                                               ,* No Weapon Specified *,Theft from Motor Vehicle,Street,-77.608274185722,43.182577565637125
50726,1581588000000,1581604200000,1581690780000,Larceny,Petit Larceny                                               ,* No Weapon Specified *,All Other Larcenies,School,-77.608786765233,43.135829314044216
50910,1580922000000,1580922300000,1580946600000,Larceny,Petit Larceny                                               ,* No Weapon Specified *,All Other Larcenies,Public Transit Vehicle,-77.63503706763127,43.164899589989616
50945,1580850600000,1580850960000,1580868960000,Burglary,Burglary 3rd: Illegal Entry with Intent to Commit a Crime   ,* No Weapon Specified *,* No Larceny Type Specified *,Other Building,-77.5890077764987,43.154129570779006
51034,1583701260000,1583701260000,1583715660000,Larceny,Petit Larceny                                               ,* No Weapon Specified *,All Other Larcenies,Parking Lot,-77.61193616103215,43.19475828704144
51035,1581597000000,1581674400000,1582044600000,Larceny,Petit Larceny                                               ,* No Weapon Specified *,All Other Larcenies,Other Business Office,-77.61193616103215,43.19475828704144
51036,1581700500000,1581701580000,1581719580000,Robbery,Robbery 1st: Displays What Appears To Be a Firearm          ,Semiautomatic Handgun,* No Larceny Type Specified *,Parking Lot,-77.61193616103215,43.19475828704144
51038,1583920800000,1583921400000,1583935800000,Larceny,Petit Larceny                                               ,* No Weapon Specified *,Shoplifting,Other Retail Store,-77.59290936629789,43.14598980210529
51049,1584080940000,1584080940000,1584468000000,Larceny,Petit Larceny                                               ,* No Weapon Specified *,Shoplifting,Grocery/Supermarket,-77.613298841706,43.25127017454989
51050,1582781460000,1582781460000,1582799460000,Robbery,Robbery 1st: Forcible Theft Armed With a Deadly Weapon      ,Semiautomatic Handgun,* No Larceny Type Specified *,Grocery/Supermarket,-77.613298841706,43.25127017454989
51506,1582137000000,1582195920000,1582213920000,Larceny,Petit Larceny                                               ,* No Weapon Specified *,All Other Larcenies,Multiple Dwelling,-77.65328074011933,43.14471450918226
51528,1581210900000,1581210900000,1581229620000,Robbery,Robbery 1st: Displays What Appears To Be a Firearm          ,Semiautomatic Handgun,* No Larceny Type Specified *,Street,-77.62017659842574,43.16583968931048
51537,1580988960000,1580989380000,1581008400000,Larceny,Petit Larceny                                               ,* No Weapon Specified *,Theft from Building,Other Public Access Building,-77.63937770554804,43.190550149311186
51573,1581692100000,1581692100000,1581710400000,Larceny,Petit Larceny                                               ,* No Weapon Specified *,All Other Larcenies,Liquor Store,-77.61291384291805,43.175318075396184
51692,1583542800000,1583542800000,1583757300000,Larceny,Petit Larceny                                               ,* No Weapon Specified *,All Other Larcenies,Restaurant,-77.59785691401068,43.14933618007766
51739,1582223400000,1582223400000,1582241520000,Robbery,Robbery 1st: Forcible Theft Armed With a Deadly Weapon      ,Knife/Cutting Instrument,* No Larceny Type Specified *,Other Commercial Service Location,-77.59365553793756,43.15970494903402
51804,1582437600000,1582438200000,1582924800000,Aggravated Assault,Assault 2nd: With Intent To Cause Serious Physical Injury   ,Motor Vehicle,* No Larceny Type Specified *,Street,-77.57247714949648,43.16551805743139
51841,1581098220000,1581098220000,1581116220000,Larceny,Petit Larceny                                               ,* No Weapon Specified *,Theft of Motor Vehicle Parts or Accessories,Street,-77.64018150292583,43.172966160689406
51941,1584293400000,1584296100000,1584313440000,Larceny,Petit Larceny                                               ,* No Weapon Specified *,All Other Larcenies,Dry Cleaners/Laundry,-77.59826362381983,43.14211546227325
51959,1582638600000,1582638780000,1582728300000,Larceny,Petit Larceny                                               ,* No Weapon Specified *,Shoplifting,College,-77.61769673033074,43.124527063054124
52029,1583077800000,1583090580000,1583108580000,Burglary,Burglary 2nd: Illegal Entry: Dwelling                       ,* No Weapon Specified *,* No Larceny Type Specified *,Single Family Home,-77.6156774314154,43.175036928786625
52061,1583517600000,1583830800000,1584191640000,Larceny,Petit Larceny                                               ,* No Weapon Specified *,All Other Larcenies,Single Family Home,-77.59311425190114,43.17758325239075
52382,1585699260000,1585720800000,1585761180000,Larceny,Petit Larceny                                               ,* No Weapon Specified *,Theft from Building,Parking Garage,-77.61433024841953,43.15633510277007
52701,1584108000000,1584110100000,1584318420000,Larceny,Petit Larceny                                               ,* No Weapon Specified *,All Other Larcenies,Single Family Home,-77.61748148556326,43.178877607400345
52994,1583802000000,1583803800000,1583820780000,Robbery,Robbery 1st: Forcible Theft Armed With a Deadly Weapon      ,Firearm,* No Larceny Type Specified *,Street,-77.6372100785869,43.16420219338577
52995,1583802000000,1583802000000,1583820780000,Robbery,Robbery 1st: Forcible Theft Armed With a Deadly Weapon      ,Firearm,* No Larceny Type Specified *,Street,-77.6372100785869,43.16420219338577
53058,1582459200000,1582530300000,1582548600000,Larceny,Petit Larceny                                               ,* No Weapon Specified *,Theft from Motor Vehicle,Parking Lot,-77.62291567650281,43.164059038296756
53063,1581364800000,1581370200000,1581388920000,Larceny,Petit Larceny                                               ,* No Weapon Specified *,Theft from Motor Vehicle,Street,-77.61132091830561,43.15301758109429
53284,1584633600000,1584662220000,1584676920000,Larceny,Petit Larceny                                               ,* No Weapon Specified *,Theft from Motor Vehicle,Other Outside Location,-77.60207562951351,43.17695874517659
53285,1582050600000,1582104000000,1582122900000,Larceny,Petit Larceny                                               ,* No Weapon Specified *,Theft from Motor Vehicle,Yard,-77.60207562951351,43.17695874517659
53440,1585350000000,1585375320000,1585389720000,Larceny,Petit Larceny                                               ,* No Weapon Specified *,Theft from Motor Vehicle,Parking Lot,-77.63718553591397,43.14843349617961
53441,1584831600000,1584862200000,1584879000000,Larceny,Petit Larceny                                               ,* No Weapon Specified *,Theft from Motor Vehicle,Parking Lot,-77.63718553591397,43.14843349617961
53677,1583090400000,1583090400000,1583110680000,Robbery,Robbery 2nd: Aided By Another                               ,Personal Weapons,* No Larceny Type Specified *,Street,-77.60410357840222,43.16480128780615
53681,1581800400000,1581855600000,1581874020000,Larceny,Petit Larceny                                               ,* No Weapon Specified *,Theft from Motor Vehicle,Other Outside Location,-77.59571003173319,43.18247006438939
53706,1585569600000,1585569600000,1585757700000,Larceny,Petit Larceny                                               ,* No Weapon Specified *,All Other Larcenies,Other Outside Location,-77.64443323037918,43.190219601563626
53707,1582825080000,1582826400000,1582852500000,Larceny,Petit Larceny                                               ,* No Weapon Specified *,All Other Larcenies,Single Family Home,-77.64443323037918,43.190219601563626
54043,1583584200000,1583620200000,1583641920000,Burglary,Burglary 2nd: Illegal Entry: Dwelling                       ,* No Weapon Specified *,* No Larceny Type Specified *,Single Family Home,-77.60691298423401,43.185141576990226
54053,1584720000000,1584751500000,1584766200000,Larceny,Petit Larceny                                               ,* No Weapon Specified *,Theft from Motor Vehicle,Other Outside Location,-77.58167393711022,43.17044751991847
54054,1583697600000,1583744400000,1583844000000,Larceny,Petit Larceny                                               ,* No Weapon Specified *,Theft from Motor Vehicle,Other Outside Location,-77.64324447842739,43.1329777187391
54075,1584571440000,1584658080000,1584586080000,Aggravated Assault,Assault 2nd: Intent To Cause Physical Injury with Weapon/Ins,Knife/Cutting Instrument,* No Larceny Type Specified *,Parking Lot,-77.62185580621755,43.18701307421043
54132,1584802800000,1584943200000,1584973200000,Larceny,Petit Larceny                                               ,* No Weapon Specified *,All Other Larcenies,Parking Lot,-77.59064929100522,43.17536618459315
54173,1584742080000,1584742080000,1584756480000,Aggravated Assault,Menacing 2nd: Weapon                                        ,"Revolver, Derringer, or Single-shot Pistol",* No Larceny Type Specified *,Multiple Dwelling,-77.64300050154183,43.14936424697432
54182,1583614800000,1583614800000,1583687640000,Motor Vehicle Theft,Grand Larceny 4th: Motor Vehicle Value Exceeds $100         ,* No Weapon Specified *,Motor Vehicle Theft,Parking Lot,-77.63081741744357,43.193652108013
